,nhm_id,reachcode,comid,long,lat
0,2694,02040207000054,8077030,-75.50975412632691,38.90941427305429
1,2692,02040207000096,8076762,-75.55697339359445,38.97850620658034
2,2696,02040207000094,8077776,-75.52987479284248,38.981234673214885
3,2697,02040207001323,8077930,-75.16134532722131,38.789454806255826
4,2698,02040207001114,8078046,-75.22460732687354,38.80969187308018
5,2695,02040207000237,8077194,-75.31995199390747,38.820118406338075
6,2699,02040207001126,8080210,-75.31371112628653,38.95044820636787
7,2693,02040207000035,8076836,-75.36775099328624,38.95625480619812
8,2691,02040207001118,8075808,-75.39269752629376,39.05031527253125
9,2690,02040207001080,8075804,-75.39605959292972,39.05851600600678
10,2689,02040207000107,8075784,-75.40171072709853,39.066179805883046
11,2688,02040207010319,8075756,-75.49405919331878,39.124981072770055
12,3574,02040206001801,9486502,-75.03117659434429,39.215360405947564
13,3573,02040206002444,9486302,-74.99962019419475,39.261556605365605
14,4205,02040204028908,24903800,-75.3490497939175,39.26554447261438
15,4204,02040204028903,24903778,-75.39815499396526,39.31749960558334
16,4202,02040204028900,24903746,-75.43739012645729,39.357235205358315
17,4231,02040204028913,25039924,-75.43739012645729,39.357235205358315
18,4201,02040204028898,24903740,-75.4556997266053,39.37703460553119
19,4230,02040206002453,25039918,-75.4556997266053,39.37703460553119
20,3572,02040206001810,9486118,-75.31668799408651,39.390417805353025
21,4200,02040206002392,24903694,-75.47202432689552,39.396484272137904
22,4198,02040204028894,24903672,-75.47202432689552,39.396484272137904
23,4199,02040206002391,24903688,-75.44663272675643,39.43550400508732
24,3569,02040206000055,9484602,-75.07096392704732,39.439233871834524
25,3568,02040206000056,9484562,-75.07284599370152,39.44880180563151
26,3567,02040206000148,9484462,-75.25578179332612,39.47070167165741
27,3570,02040206001807,9485398,-75.0750607265956,39.48956560553007
28,3559,02040206000186,9481056,-75.37055639353734,39.562609671762836
29,3565,02040206000275,9482268,-75.47533352643173,39.578745271511636
30,4190,02040206002344,24903500,-75.47533352643173,39.578745271511636
31,3558,02040206000727,9480994,-75.47336052703906,39.57883900544883
32,3561,02040206001685,9481750,-75.0784815940955,39.58228427156301
33,3562,02040206000078,9481756,-75.0784815940955,39.58228427156301
34,3564,02040206030305,9482216,-75.47347399378926,39.58774680550276
35,3560,02040206000081,9481686,-75.07644099374292,39.62325087201039
36,3557,02040206000219,9480708,-75.33105859297004,39.64652740512868
37,3566,02040206001818,9482588,-75.48342292642458,39.65275280522659
38,3563,02040206001794,9482016,-75.47107359325133,39.65906040481314
39,4182,02040205001359,24902758,-75.50440032645676,39.71264127157104
40,4187,02040204028877,24903456,-75.50440032645676,39.71264127157104
41,1826,02040202000048,4496396,-75.11338552737902,39.736822871739555
42,1808,02040202000011,4495818,-75.26500739338884,39.742378471193895
43,2048,02040205000105,4655446,-75.62126532619409,39.69745740458278
44,2041,02040205000146,4652180,-75.62126532619409,39.69745740458278
45,2033,02040205000118,4651938,-75.65268179363989,39.70699360484104
46,2024,02040205000106,4651348,-75.64616339296043,39.70752140504459
47,2025,02040205000117,4651352,-75.64616339296043,39.70752140504459
48,2031,02040205000107,4651930,-75.64228339280034,39.71280887170253
49,2023,02040205000127,4651292,-75.76070632660684,39.72984980543594
50,2047,02040205000943,4655444,-75.53271992631383,39.73171620505191
51,2040,02040205000100,4652144,-75.53271992631383,39.73171620505191
52,4206,02040202002996,25015872,-75.39383132730308,39.810172404864396
53,1830,02040202000004,4499332,-75.39383132730308,39.810172404864396
54,1822,02040202001990,4496278,-75.35482059341972,39.837314404395705
55,1825,02040202000207,4496280,-75.35482059341972,39.837314404395705
56,1809,02040202000207,4495846,-75.35901859313508,39.84323180519993
57,1819,02040202000027,4496242,-75.32758572736729,39.84722000465461
58,1829,02040202000173,4499322,-75.32758572736729,39.84722000465461
59,1807,02040202000193,4495710,-75.34509059304888,39.85169687110626
60,1828,02040202000030,4499318,-75.22874372652778,39.85187427135657
61,2686,02040207000133,8074660,-75.5147455261996,39.14843047253133
62,2687,02040207000135,8075214,-75.54360192681352,39.1825796060474
63,2700,02040207000166,8080218,-75.52414459376176,39.36011320558791
64,2043,02040205000006,4653422,-75.66395639296353,39.37228880546515
65,2042,02040205000161,4653396,-75.71107159288985,39.43781020590253
66,4184,02040205001380,24902854,-75.58076852592079,39.43829047200236
67,4183,02040205001379,24902842,-75.57953592662314,39.44865707217283
68,4195,02040204028890,24903632,-75.54800599333224,39.449627672245974
69,4185,02040205001382,24902860,-75.54800599333224,39.449627672245974
70,3571,02040206001847,9485784,-75.51317792660276,39.49917067193865
71,4193,02040204028882,24903566,-75.55228039315189,39.50666667243154
72,4194,02040204028883,24903606,-75.55228039315189,39.50666667243154
73,4192,02040206002354,24903548,-75.52971539346025,39.57331280558819
74,4191,02040206002352,24903534,-75.52971539346025,39.57331280558819
75,2036,02040205000155,4651956,-75.69716339328424,39.631244204835816
76,2027,02040205000154,4651470,-75.67648272673628,39.641416871559805
77,2035,02040205000150,4651950,-75.65091619298839,39.66483840519165
78,4186,02040204028876,24903444,-75.51921379328947,39.68753927145149
79,2034,02040205000123,4651944,-75.74802932573535,39.68985580495189
80,2032,02040205000124,4651934,-75.75339312621543,39.69022827213997
81,2026,02040205000122,4651394,-75.71992239307765,39.69327007181728
82,2022,02040205000128,4651270,-75.76149599244592,39.73660167173666
83,2030,02040205000108,4651912,-75.63342832674743,39.74363720525329
84,2021,02040205000129,4651254,-75.77265932665136,39.74491880507667
85,2029,02040205000836,4651906,-75.5136533260679,39.746609871404374
86,2046,02040205000021,4655440,-75.56839379355236,39.770451604686706
87,2039,02040205000021,4652094,-75.570516393091,39.78177560505461
88,2045,02040205000923,4655358,-75.57533519365913,39.79666400476063
89,2020,02040205000111,4651124,-75.64841459321582,39.79846607178365
90,2019,02040205000112,4651090,-75.67192052590559,39.808917004509105
91,2044,02040205000946,4655354,-75.57741532653885,39.83450107146555
92,2038,02040205001390,4652052,-75.59965552647844,39.85883947188205
93,2037,02040205000948,4652046,-75.59326379315954,39.86934780440033
94,1818,02040202000030,4496230,-75.23492212700947,39.8570228716421
95,1817,02040202000053,4496128,-75.23492212700947,39.8570228716421
96,1801,02040202000208,4494820,-75.4093557933935,39.86938487099979
97,2339,02040203000001,4784843,-75.19598192731925,39.87671240521702
98,1816,02040202000059,4496020,-75.19598192731925,39.87671240521702
99,1794,02040202001897,4492036,-74.50541899486252,39.884918071181076
100,1802,02040202000072,4494832,-75.02312292700158,39.8958950048821
101,1815,02040202000070,4495892,-75.0215083269288,39.90282787100736
102,1806,02040202000159,4495682,-75.25467032720745,39.905512471429844
103,1805,02040202001354,4495680,-75.25467032720745,39.905512471429844
104,1800,02040202000070,4494690,-75.02637692710063,39.906081804616655
105,1799,02040202000195,4494628,-75.40397199337697,39.917239204318655
106,1790,02040202000098,4490920,-74.75238832819163,39.93901347112488
107,1789,02040202000271,4490878,-74.58431559456261,39.94003347100391
108,1804,02040202001663,4495672,-75.00426579422323,39.941579404726575
109,1795,02040202000097,4492122,-74.79664532806389,39.94896100511021
110,1788,02040202000134,4490670,-74.63596012845636,39.96061340475676
111,1793,02040202000266,4491946,-74.63596012845636,39.96061340475676
112,1814,02040202000066,4495870,-75.12713832724933,39.96150280434043
113,1811,02040202000077,4495868,-75.12713832724933,39.96150280434043
114,1803,02040202001355,4495656,-75.26036439339438,39.9664390043998
115,2338,02040203000001,4784831,-75.18572139367124,39.96684040459787
116,1798,02040202000186,4494460,-75.4319575934874,39.971533871064885
117,1792,02040202000131,4491898,-74.69262772723943,39.97530887156245
118,1787,02040202000126,4490494,-74.78678099463414,39.98950600423463
119,1810,02040202000084,4495858,-75.06091352761598,39.99000527111513
120,1827,02040202000079,4499292,-75.06091352761598,39.99000527111513
121,1796,02040202011429,4492216,-74.86093439377645,39.99647947149783
122,1797,02040202011431,4492218,-74.86093439377645,39.99647947149783
123,2327,02040203000001,4782629,-75.19610999370127,40.007741404974055
124,2307,02040203000002,4782187,-75.20727072647513,40.01324347135457
125,1782,02040202000170,4489072,-75.39067732695447,40.01333960463186
126,1785,02040202000086,4489192,-75.00310019364548,40.02708060451546
127,1786,02040202001382,4489194,-75.00310019364548,40.02708060451546
128,1784,02040202000149,4489180,-75.11190672747674,40.03498980441929
129,1778,02040202001993,4488280,-74.9845795278201,40.04199620474915
130,1781,02040202001995,4488284,-74.9845795278201,40.04199620474915
131,1777,02040202001411,4488242,-74.97871992737132,40.0528166709892
132,1776,02040201000080,4485575,-74.91191879429157,40.070504271128684
133,1767,02040201000002,4481919,-74.91191879429157,40.070504271128684
134,2299,02040203000511,4781877,-75.45700639267677,40.081138604775504
135,1783,02040202001385,4489170,-75.06669579374962,40.08923560472165
136,2306,02040203000510,4782171,-75.46185819384375,40.10248567126692
137,2326,02040203000510,4782565,-75.46154532619215,40.10275340412569
138,2325,02040203000030,4782559,-75.46154532619215,40.10275340412569
139,2320,02040203000026,4782501,-75.34124619305217,40.10977167098993
140,2323,02040203000095,4782541,-75.46219592677917,40.1197480046226
141,2324,02040203000031,4782543,-75.46219592677917,40.1197480046226
142,2298,02040203001362,4781731,-75.2199523937728,40.12404027088633
143,1763,02040201000033,4481059,-74.5626747948837,40.13580460482838
144,1765,02040201000032,4481607,-74.613419794096,40.14055747116056
145,1775,02040201000019,4485573,-74.72266632791198,40.14847080416952
146,1766,02040201000680,4481801,-74.72266632791198,40.14847080416952
147,2295,02040203000442,4781633,-75.44712259317207,40.149133271155755
148,2296,02040203000035,4781635,-75.44712259317207,40.149133271155755
149,2304,02040203000447,4782141,-75.4393511933395,40.16266240410368
150,1762,02040201000087,4480911,-74.95724439383834,40.17334387120232
151,1764,02040201000027,4481599,-74.68065699420289,40.175923404173886
152,1499,02040105001097,2590295,-74.7717747283114,40.21567040394755
153,1498,02040105001083,2590277,-74.7717747283114,40.21567040394755
154,1493,02040105001098,2590137,-74.77060839389368,40.21623387059437
155,2303,02040203000046,4782107,-75.45164299295637,40.221785470441425
156,1771,02040201000417,4482885,-75.11079299444155,40.22996427058244
157,2308,02040203000049,4782189,-75.45629972612947,40.247754670860886
158,2302,02040203000066,4782087,-75.45629972612947,40.247754670860886
159,1774,02040201000103,4483009,-75.00234992706527,40.24832320446558
160,1773,02040201000408,4483005,-75.03306939375187,40.255937071152594
161,1772,02040201000107,4482999,-75.03306939375187,40.255937071152594
162,2294,02040203000050,4781261,-75.44164332667704,40.25810087053481
163,1496,02040105000009,2590235,-74.66170452801187,40.26640480426507
164,1492,02040105000008,2590117,-74.70654639396444,40.26880720390207
165,2292,02040203000051,4781171,-75.41578679370949,40.2731252041636
166,1497,02040105001091,2590249,-74.8564905940191,40.2768962706297
167,1770,02040201000378,4482735,-75.20472339422115,40.28251280444944
168,1769,02040201000129,4482733,-75.20472339422115,40.28251280444944
169,1768,02040201000131,4482695,-75.21165739429618,40.30722207055456
170,1495,02040105001092,2590217,-74.93268219393968,40.33288360432992
171,2018,02040205000036,4650714,-75.6496235925714,39.92311827112146
172,2028,02040205000066,4651852,-75.6496235925714,39.92311827112146
173,2017,02040205000217,4650698,-75.6803059924341,39.931962871413475
174,2015,02040205000216,4650688,-75.67974119287489,39.93200900450339
175,2016,02040205000069,4650692,-75.67974119287489,39.93200900450339
176,2014,02040205000082,4650580,-75.80014919344855,39.96147260437009
177,2012,02040205000049,4650548,-75.67322959289982,39.968306404517485
178,2008,02040205000053,4648568,-75.70609272619836,40.02111387165114
179,2011,02040205000086,4648708,-75.84364912601515,40.026266070952225
180,2007,02040205000769,4648544,-75.84364912601515,40.026266070952225
181,2005,02040205000695,4648506,-75.71907692641285,40.049799204466716
182,2006,02040205000057,4648508,-75.71907692641285,40.049799204466716
183,2010,02040205000089,4648694,-75.84228532577,40.0696738043328
184,2009,02040205000702,4648686,-75.73475272680113,40.097930270996144
185,2321,02040203000097,4782503,-75.50944659382101,40.136386471090695
186,2322,02040203000252,4782505,-75.50944659382101,40.136386471090695
187,2305,02040203000255,4782153,-75.576039793643,40.13799980465614
188,2297,02040203000256,4781647,-75.60298899253317,40.15098180436868
189,2319,02040203000102,4782441,-75.60674219330548,40.23675720451171
190,2317,02040203000103,4782395,-75.65864639284754,40.242319471142565
191,2318,02040203000123,4782429,-75.65864639284754,40.242319471142565
192,2293,02040203000106,4781199,-75.66830092661178,40.26735267100789
193,2316,02040203000136,4782313,-75.93784579229062,40.32965547026972
194,2291,02040203000113,4780921,-75.73822819283195,40.33489967066107
195,2334,02040203000467,4783303,-76.14353272541678,40.34042520388655
196,2315,02040203000222,4782309,-75.95047799224177,40.34498187022697
197,2314,02040203000137,4782307,-75.95047799224177,40.34498187022697
198,2301,02040203000224,4782017,-75.96668892590336,40.35835040405066
199,2309,02040203008975,4782255,-75.5087879264864,40.36936187028181
200,2333,02040203000226,4783213,-76.00765652603526,40.37295407088531
201,2290,02040203000542,4780787,-75.5191899930856,40.375029603768084
202,2337,02040203000242,4783475,-76.17599572560287,40.38610087057614
203,2289,02040203000088,4780723,-75.51108459320183,40.391475070933645
204,2336,02040203009023,4783453,-76.05433539231677,40.395389403929485
205,2335,02040203009025,4783445,-76.05433539231677,40.395389403929485
206,2332,02040203000241,4783101,-76.16681792606613,40.41723047055322
207,2312,02040203000139,4782271,-75.94935712602302,40.42321187037367
208,2313,02040203000159,4782273,-75.94935712602302,40.42321187037367
209,2288,02040203000139,4780625,-75.94905432567747,40.423600403569885
210,2311,02040203000160,4782265,-75.9511065926717,40.42394060401101
211,2331,02040203000237,4783069,-76.1120919918616,40.42536240409982
212,2330,02040203000229,4783025,-76.1120919918616,40.42536240409982
213,2279,02040203000144,4779053,-75.88252992557689,40.51395807027586
214,2280,02040203001380,4779167,-75.999657325642,40.51950220335636
215,1702,02040106000324,4187851,-75.52106792678323,40.536886270839354
216,2278,02040203000146,4779015,-75.8798633260099,40.54244566995346
217,2286,02040203000166,4779719,-76.02638019298044,40.57862767054094
218,2287,02040203000199,4779859,-76.02638019298044,40.57862767054094
219,2284,02040203000203,4779701,-76.08162232620876,40.58696587044252
220,2285,02040203001016,4779703,-76.08162232620876,40.58696587044252
221,1494,02040105000032,2590201,-74.94789232798257,40.362873870897616
222,2310,02040203008977,4782257,-75.5087879264864,40.36936187028181
223,2300,02040203000064,4782009,-75.25595572755783,40.393419470656106
224,1505,02040105000045,2591449,-75.01311032684372,40.40642847045808
225,1503,02040105001075,2591435,-75.06092819388009,40.42133400375174
226,1504,02040105000220,2591437,-75.06092819388009,40.42133400375174
227,1502,02040105000220,2591241,-75.06488299443106,40.422435604201965
228,1501,02040105000223,2591219,-75.11203939429716,40.432770270858484
229,1500,02040105000235,2591187,-75.23916072753129,40.44994380381587
230,1491,02040105001094,2588489,-75.09256652698114,40.561060403862804
231,1490,02040105000054,2588481,-75.19572232717032,40.57958600326105
232,1707,02040106000322,4188011,-75.49012312707524,40.58890727021819
233,1488,02040105000055,2588477,-75.19047119406275,40.591515204139974
234,1489,02040105000077,2588479,-75.19047119406275,40.591515204139974
235,1480,02040105000055,2588261,-75.18939499354386,40.59238280396842
236,1722,02040106000004,4188283,-75.44838919401762,40.59782560336188
237,1723,02040106000116,4188285,-75.44838919401762,40.59782560336188
238,1706,02040106000118,4188007,-75.461143992841,40.600992070014264
239,1701,02040106000321,4187763,-75.461143992841,40.600992070014264
240,1708,02040106000832,4188017,-75.37285252660742,40.61628866981265
241,1719,02040106000002,4188273,-75.33619079363518,40.620585603425845
242,1478,02040105000056,2588051,-75.03826159342537,40.68353347050161
243,1487,02040105001038,2588457,-75.20318719416362,40.68915947059857
244,1718,02040106000001,4188251,-75.20318719416362,40.68915947059857
245,1698,02040106000833,4187645,-75.3643447935858,40.69102146989215
246,1486,02040105000096,2588411,-75.1190861931827,40.78861387022128
247,1485,02040105000097,2588381,-75.08418292761112,40.82390360349028
248,1484,02040105000141,2588375,-75.0839935938921,40.82797120363215
249,1477,02040105001816,2587861,-75.0833805937971,40.82873180301904
250,1475,02040105001816,2587857,-75.0670517275969,40.8309674697598
251,1472,02040105000103,2586809,-74.99903319447175,40.833135070483685
252,1467,02040105000106,2586349,-74.95162159360078,40.838897003208814
253,1476,02040105000101,2587859,-75.0504109942774,40.84164387030462
254,1479,02040105000257,2588225,-75.0504109942774,40.84164387030462
255,1471,02040105000069,2586799,-74.82233459470964,40.84561540291997
256,1470,02040105000076,2586785,-74.6839001281153,40.9101844029427
257,1483,02040105000217,2588313,-75.0882723271227,40.919641070075954
258,1482,02040105000146,2588311,-75.0882723271227,40.919641070075954
259,1481,02040105000218,2588303,-75.09259352710723,40.922411803527055
260,1473,02040105000149,2587721,-75.05843579336364,40.95415707007632
261,1474,02040105000330,2587723,-75.05843579336364,40.95415707007632
262,1674,02040104000390,4154366,-75.28450832704536,40.95656300301899
263,2283,02040203000168,4779657,-76.03219892569638,40.60279420365868
264,1700,02040106000119,4187713,-75.59940512655908,40.62532247045804
265,2282,02040203000210,4779607,-76.12297952519786,40.62856900381758
266,1699,02040106000120,4187699,-75.6341853266577,40.649510070300444
267,2281,02040203000940,4779499,-76.18596672530487,40.67259400329878
268,1715,02040106000011,4188205,-75.60260372614131,40.75187280365897
269,1705,02040106000123,4187957,-75.61261719295777,40.792423603264744
270,2277,02040203000192,4778811,-75.96634839281356,40.79595460348221
271,1714,02040106000027,4188171,-75.67253499332068,40.815058869974095
272,1713,02040106000014,4188169,-75.67253499332068,40.815058869974095
273,1704,02040106000125,4187951,-75.5275293272211,40.81837706970119
274,1712,02040106000028,4188159,-75.69984919347988,40.825372403188304
275,1697,02040106000016,4187341,-75.64725839347327,40.844749403403135
276,1711,02040106008084,4188123,-75.57020292669738,40.87601480359363
277,1710,02040106008085,4188121,-75.57020292669738,40.87601480359363
278,1703,02040106000018,4187925,-75.5214229932836,40.89259706952502
279,1696,02040106000246,4187083,-75.55739939288034,40.918432003032386
280,1709,02040106000037,4188035,-75.71308592648211,40.98857486956882
281,1724,02040106000207,4188343,-75.71308592648211,40.98857486956882
282,1689,02040106000740,4186205,-75.57287619335283,41.02820140286258
283,1468,02040105000119,2586769,-74.80696559419897,40.96596366997246
284,1680,02040104016796,4154500,-75.1352281273833,40.97793766994131
285,1675,02040104000388,4154460,-75.19614979406428,40.980395869878734
286,1673,02040104000558,4154334,-75.19614979406428,40.980395869878734
287,1469,02040105000155,2586771,-74.95966799395812,40.98146606956904
288,1678,02040104008426,4154496,-75.1839681940161,40.98741920283814
289,1679,02040104008429,4154498,-75.1839681940161,40.98741920283814
290,1681,02040104000368,4158246,-75.13179239416182,40.990560803495555
291,1677,02040104000003,4154492,-75.13179239416182,40.990560803495555
292,1672,02040104000562,4154310,-75.25489979401738,40.9911328698763
293,1676,02040104000369,4154488,-75.13990199398428,40.9956244695831
294,1671,02040104000004,4153716,-75.10871779445685,41.003887203010684
295,1670,02040104000373,4153318,-75.2077805273443,41.034431869303994
296,1466,02040105000169,2583379,-74.84438952717953,41.04999786910697
297,1668,02040104000375,4153236,-75.21994539315091,41.067530803152394
298,1669,02040104000466,4153238,-75.21994539315091,41.067530803152394
299,1667,02040104000344,4153168,-75.03063539356695,41.08382620308052
300,1666,02040104000377,4153166,-75.21292332686477,41.08412500288193
301,1464,02040105000423,2583285,-74.69400959471784,41.086591403365965
302,1465,02040105001814,2583309,-74.69400959471784,41.086591403365965
303,1662,02040104000324,4151824,-74.99168592788251,41.09263040308597
304,1661,02040104001531,4151822,-74.99168592788251,41.09263040308597
305,1660,02040104000006,4151820,-74.9685679942786,41.096194802740015
306,1663,02040104001538,4151830,-74.9685679942786,41.096194802740015
307,1665,02040104000718,4153154,-75.27938552721584,41.096520603233465
308,1654,02040104000006,4151302,-74.96877039371525,41.097097403249
309,1688,02040106000076,4186169,-75.5018223264881,41.12165960280645
310,1651,02040104000018,4151032,-74.86316759382632,41.17051306972131
311,1664,02040104000356,4152932,-75.16029859371255,41.18386706917132
312,1659,02040104000050,4151628,-74.80349899383069,41.30501246919917
313,1687,02040106000063,4185837,-75.54086559266686,41.06364720290697
314,1685,02040106000070,4185789,-75.59388079327421,41.08083240306403
315,1686,02040106000055,4185805,-75.59388079327421,41.08083240306403
316,1684,02040106000053,4185779,-75.60521719291089,41.08996366965816
317,1695,02040106000047,4186403,-75.74444079303431,41.103525069940254
318,1693,02040106008101,4186383,-75.71853272670046,41.11751726989352
319,1694,02040106008100,4186385,-75.71853272670046,41.11751726989352
320,1692,02040106008094,4186353,-75.64930972650359,41.12194646936284
321,1691,02040106008105,4186351,-75.64930972650359,41.12194646936284
322,1683,02040106000091,4185679,-75.64911092610656,41.12311426953603
323,1690,02040106008187,4186247,-75.52560252607331,41.18257100299017
324,1682,02040104000056,4158256,-74.6957093942228,41.35691880264758
325,1658,02040104000171,4151524,-74.6957093942228,41.35691880264758
326,1657,02040104000057,4151516,-74.68641892725248,41.360414402392834
327,1597,02040103000075,2742850,-75.35142412709232,41.3636222689018
328,1598,02040103000430,2742870,-75.35142412709232,41.3636222689018
329,1596,02040103000074,2742844,-75.34698719375305,41.37073706890997
330,1656,02040104000232,4151468,-74.75456539468999,41.425281868920905
331,1655,02040104000175,4151446,-74.75456539468999,41.425281868920905
332,1650,02040104000084,4150304,-74.60380979508462,41.43682026902856
333,1653,02040104000087,4151216,-74.60186272841888,41.440434668772504
334,1648,02040104000089,4150228,-74.59301039512852,41.44965286899121
335,1649,02040104000107,4150230,-74.59301039512852,41.44965286899121
336,1602,02040103004344,2743218,-75.18529352657279,41.4595448024173
337,1647,02040104000179,4150156,-74.75991799442733,41.46092486864329
338,1595,02040103000072,2742586,-75.15522019378876,41.47273540231296
339,1601,02040103000015,2743198,-75.17116212688344,41.47526940265773
340,1593,02040103000015,2742534,-75.15485659370798,41.475664002635156
341,1594,02040103000071,2742550,-75.15485659370798,41.475664002635156
342,1600,02040103000053,2743192,-75.18250552760742,41.47852700205679
343,1599,02040103000016,2743190,-75.18250552760742,41.47852700205679
344,1592,02040103000001,2741462,-74.9857381270219,41.486948668647315
345,1583,02040101001587,2619256,-74.9857381270219,41.486948668647315
346,1652,02040104000120,4151208,-74.64517392835172,41.49502466859312
347,1646,02040104001541,4149932,-74.55266272840281,41.49967046905428
348,1568,02040101000023,2615318,-74.98434392712849,41.50665286897373
349,1582,02040101000026,2617554,-75.02052832764288,41.55439840266648
350,1581,02040101000264,2617552,-75.02052832764288,41.55439840266648
351,1589,02040103000022,2739776,-75.24621772693786,41.560986602034696
352,1569,02040101000265,2617174,-75.01504212743643,41.56310406884602
353,1588,02040103000041,2739772,-75.32370599304197,41.58213306890861
354,1587,02040103000024,2739766,-75.2668673932501,41.6063926685273
355,1641,02040104000130,4147634,-74.61683052748374,41.624016801723556
356,1585,02040103000026,2739472,-75.26386419416401,41.633615601944406
357,1586,02040103000045,2739748,-75.36315532622545,41.647712602120095
358,1584,02040103000027,2739446,-75.2817991264439,41.65264300178812
359,1640,02040104000193,4147566,-74.78313772785692,41.66666966863762
360,1580,02040101000314,2617492,-75.0598605273229,41.67232760214718
361,1579,02040101000031,2617490,-75.0598605273229,41.67232760214718
362,1567,02040101000004,2615122,-74.99961012764658,41.72934760226913
363,1578,02040101000033,2617456,-75.054839126974,41.73752680164198
364,1639,02040104000136,4147458,-74.5950325277002,41.75273800195973
365,1576,02040101000001,2617440,-75.0603325940321,41.76407860198876
366,1577,02040101000034,2617442,-75.0603325940321,41.76407860198876
367,1570,02040101000001,2617252,-75.05977032689545,41.76477560132735
368,1638,02040104000138,4147432,-74.61613759430001,41.78955166875509
369,1575,02040101000193,2617370,-75.22513572730183,41.85733400132819
370,1574,02040101000045,2617366,-75.22513572730183,41.85733400132819
371,1573,02040101000043,2617324,-75.20282512728465,41.86957560202997
372,1458,02040102000025,1750601,-74.79967692743087,41.872937201743625
373,1645,02040104000140,4147956,-74.62946992853227,41.88119966799202
374,1455,02040102000032,1750471,-74.82953019426334,41.90171000189548
375,1456,02040102000022,1750487,-74.82953019426334,41.90171000189548
376,1636,02040104000143,4147394,-74.57437012741714,41.91598546822175
377,1637,02040104000149,4147396,-74.57437012741714,41.91598546822175
378,1454,02040102000015,1750427,-74.92037959396353,41.93451620195589
379,1453,02040102000040,1750423,-74.92037959396353,41.93451620195589
380,1644,02040104000147,4147950,-74.50719292800574,41.93691486834309
381,1572,02040101000960,2617290,-75.27907759324403,41.93914640123753
382,1463,02040102000347,1752159,-75.27907759324403,41.93914640123753
383,1571,02040101000051,2617286,-75.2879607937054,41.94232506817763
384,1457,02040102000012,1750585,-74.99321839348192,41.9573872018136
385,1452,02040102000043,1750385,-74.86881232818106,41.96248146820635
386,1462,02040102000004,1752137,-75.18107852651364,41.96543406824289
387,1461,02040102000340,1752131,-75.16417699368147,41.97952500148846
388,1635,02040104001310,4147366,-74.50060019489167,41.98607040179912
389,1643,02040104000152,4147948,-74.50060019489167,41.98607040179912
390,1451,02040102000047,1750361,-74.81091572775267,41.98826966851417
391,1460,02040102000006,1752113,-75.13183312730636,41.99076046785024
392,1459,02040102000057,1752109,-75.13183312730636,41.99076046785024
393,1642,02040104001311,4147946,-74.50242679540042,41.99275226779839
394,1634,02040104000154,4146586,-74.44246719470355,42.00010706797726
395,1565,02040101000975,2614210,-75.3619153934524,42.00408240104924
396,1450,02040102000060,1749281,-75.12789439326475,42.019350068407064
397,1564,02040101000169,2614146,-75.4225817936856,42.05761020187007
398,1563,02040101000070,2614144,-75.4225817936856,42.05761020187007
399,1558,02040101000169,2613826,-75.4235197935352,42.058296401576555
400,1562,02040101005432,2614136,-75.37814959354947,42.06830460181386
401,1444,02040102000078,1748727,-74.99116612757123,42.075454467713755
402,1449,02040102003834,1748773,-74.96755519382332,42.076986001178646
403,1566,02040101000072,2614238,-75.4018197935972,42.07975640105361
404,1560,02040101005407,2614120,-75.32207459342041,42.08849240105621
405,1561,02040101005437,2614122,-75.32207459342041,42.08849240105621
406,1447,02040102003843,1748753,-74.83253112766373,42.09395626803472
407,1448,02040102003840,1748759,-74.83253112766373,42.09395626803472
408,1441,02040102000080,1748611,-74.7431635282239,42.11331506819313
409,1446,02040102003846,1748745,-74.74636679418421,42.114890401392906
410,1445,02040102003824,1748743,-74.74636679418421,42.114890401392906
411,1557,02040101000074,2613738,-75.16944159368681,42.11654420107338
412,1440,02040102000204,1748589,-74.82224759379933,42.1176636679011
413,1439,02040102000081,1748587,-74.72741072727737,42.118660468216895
414,1437,02040102000083,1748583,-74.67355132826101,42.124095001521724
415,1443,02040102000098,1748723,-74.69198959400974,42.12497766810222
416,1438,02040102000082,1748585,-74.69198959400974,42.12497766810222
417,1436,02040102000091,1748567,-74.61165792783089,42.14688906794293
418,1442,02040102000084,1748719,-74.62881112829041,42.15135060106367
419,1556,02040101000085,2613578,-75.14545739441337,42.15432026792343
420,1559,02040101000152,2614018,-75.28653312716402,42.15884026794602
421,1555,02040101000088,2613528,-75.12857979383486,42.166904267543785
422,1554,02040101000134,2613498,-75.12857979383486,42.166904267543785
423,1553,02040101000142,2613342,-75.05104759358358,42.2546424007542
424,1552,02040101000746,2613340,-75.05104759358358,42.2546424007542
425,1551,02040101000698,2612942,-74.77138239485335,42.257983001069256
426,1550,02040101000123,2612932,-74.77138239485335,42.257983001069256
427,1547,02040101000124,2612826,-74.92849692746285,42.25948046817584
428,1548,02040101000119,2612842,-74.92849692746285,42.25948046817584
429,1435,02040102000097,1748535,-74.5931891945398,42.260085667594204
430,1546,02040101000125,2612822,-74.91834279453782,42.27179200083291
431,1545,02040101000280,2612794,-74.67759639415205,42.37131860090526
432,1549,02040101000133,2612920,-74.67759639415205,42.37131860090526
